text,label
yoii,-1
diri guna im3,-1
nah knapa kaga orang aja gitu nanganin males ngejelasin dar,-1
kak dm atahu dm akun bantu adminnya amp pu,-1
ada atur khusus aktif jaring 5g jaring indosat coba balaikota solo un,-1
udah dm keluh kemarin tidak respon tolong bantu kak,-1
amir hi kak amir maaf banget nih alam kakak terunreg by sis,-1
min sinyal jeblok banget sampe tidak internetan lanjay tolong cek,-1
hi min prosedur ganti kartu sim card 3gke 4g sayaaratnya biaya,-1
kembali kuota unreg,-1
min signal jelek bgt yak tolong baik hadeh gin pindah belah aja deh,-1
halo min indosat sinyal tibatiba ilang ya,-1
hai kak maaf kaka tidak nyaman agar bantu titidaklanjuti yuk info sesuai data,-1
hallo kabar kumat nih sinyal jakarta hutan wa aja sampe tidak masuk,-1
hallo kabar kumat nih sinyal jakarta hutan wa aja sampe tidak masuk,-1
min pulsa kurang tolong cek dm,-1
cek dm ya,-1
hai kak kirana bantu respon via dm yuk cek dmnya ya kak nunu,-1
im3 skrg eror kecewa banget kali hasil cuman buang duit tok,-1
sudah respon min terima kasih mohon cek ya min,-1
sinyal hilang min udah restart aja,-1
hai kak ton prime propaid paket prime mekanisme bayar d,-1
hi kak ya kakak pulsa registrasi paket pr,-1
transaksi beli kuota gagal duit layang gimana nih,-1
kak prime propaid tu ya,-1
min prime propaid tu sih,-1
hai kak bantu respon via dm yuk cek dmnya ya kak salam nunu,-1
kak paket prime prabayar tu gift tidak ya,-1
min prime indosat nomer prabayar tidak min,-1
kak prime ya bayar pake pulsa,-1
admin check dm terima kasih,-1
berisikkkk ga usah nawarin yg ngga pentinggg,-1
ini sama2 mogok kerja hp gua ya brengsek,-1
hai kak mohon maaf kendala jaring langkah kakak on off hp 5 menit m,-1
belum masuk min,-1
hai kak maaf banget nih alam kait kendala silah restart coba pa,-1
hai kak lokasi kaka normal ya kak silah restart coba pasti apn indosat,-1
min jaring tenggelam dr kemaren tlng baik donk cara manual,-1
hai kak balas via dm ya cek dm nya kak salam esta,-1
min tolong cek nomor indosat saya ngga akses internet,-1
cek dm adu ge belon selesai pertangungjaeabannya indosat pulsa sedot perkb kuota,-1
hai kak romi iya kak milik benefit kuota pasti bonus masuk dg kece ulang ya kak ifa,-1
hi kak maaf bikin tidak nyaman untuk langkah saran clear cache nonaktif aplikasi b,-1
ini aktifin data seluler pulsa nggak sedot min,-1
hai kak mohon maaf kendala ya yuk coba setting jaring manual restart hp kak,-1
sih internetnya kelas yaallah,-1
dear indosat mogon cek untuk wilayah camat gurah kabupaten ke,-1
coba sih cek daerah ssinyal indosat atahu yah lok kelumbayan barat tanggamus lampung,-1
hai kak info balas via dm ya sila cek ree,-1
ga gt min maksuntuku baca captionku deh,-1
hai kak ray kece info detail kendala capture tawar,-1
minnn gimana nih,-1
mbak indro bales dm buru nih kerja tidak kelar2 gara2 paket data,-1
selamat siang ya di desa jetak montong tuban sinyal tidak sampek muncul,-1
hai kak tedi maaf kendala bisa info capture detail bonus oleh nomor nama,-1
hi kak informasi dm ya kak salam lya,-1
hai kak maaf alam untuk info kait masalah nomor balas via dm,-1
halo min butuh informasi sim card rusak aju ganti proses dilakuka,-1
haloo bagaimana kartu indosat kata bonus call center hubung,-1
selamat siang kenapa yah jaring indosat lurah pandu camat bunaken kota man,-1
hi kak informasi dm ya kak salam lya,-1
pulsa sedot ya padahal tidak langgan apa,-1
sudah dm ka tks,-1
hi kak informasi dm ya kak salam lya,-1
min nanya pulsa suka potong ya tidak ngapa ngapain potong pelan,-1
halo henti paket pasca bayar rubah prabayar gimana ya tks,-1
jaringaaan,-1
gerai depok ya sesuai jadwal jam pagi,-1
buka dm pulsa sedot pafahal kuota habis sedot 20rb,-1
irmanda hai kak riki info beli paket data atahu nelpon tidak tambah aktif nom,-1
min beli pkt aktif kartu tambah ato trims,-1
hai kak erik maaf alam ya kak belum registrasi paket pasti jaring 3g 2g,-1
sdh bls ya dmnya thx,-1
min niat jual tidak sih dari kmaren suspect gagal suspect gagal aplikasi ganti aplikasi,-1
pagi min tolong cek dm min dr td pagi mulu nih padahal udah restart udah hidupk,-1
id tolong cek provider suka motong pulsa alas tidak masuk akal,-1
hi kak ochacoffee kait alam kakak balas via dm yuk cek rinta,-1
hai kak bella maaf banget nggak nyaman agar bantu yuk infoin nomor aktif,-1
indosat suka nyolong pulsa pake alesan pakai perkb data gua aja mana paket gua abis,-1
hei bantu jelasin isi pulsa sedot ampe tidak pake apa2 soal k,-1
ribu sms nih biar henti ngirim2 sms sperti beratus2,-1
cek dm min,-1
hi kak informasi dm ya kak salam lya,-1
pagi min sayaarat ganti kartu gerai kena biaya tidak,-1
tigan hai kak nopri maaf kendala jika internet lambat coba clear cache atur aplik,-1
kenapa lambat,-1
dragon hai kak gerai sis kebon jeruk jl rawa bong no rt2 rw kb jeruk kec pal,-1
dear indosat care henti pascabayar tidak rumah hrs luka via,-1
pagi min tolong check dm ya,-1
baik ya kak terimakasih hubung ya kak ragu hubung bu,-1
baik terimakasih,-1
hai kak bantu respon via dm yuk cek dmnya ya kak salam nunu,-1
min transfer pulsa gimana ya,-1
min transfer pulsa gimana ya,-1
hi kak mohon maaf kendala yuk restart hp coba akses mohon info,-1
hai kak balas via dm nih yuk cek dm salam fizi,-1
udah kirim dm kak nomor,-1
ini kuota bgt lhoo terus butuh pakai nggak gimana sinyal e melulu,-1
hai kak balas via dm nih informasi nomor detail kendala via dm ya kaka yuk c,-1
baik ya kak terimakasih hubung ya kak ragu hubung b,-1
done thanks kak,-1
halooo kartu sinyal e yaa jadi nggak pakai paket data nggak pakai,-1
fian hai kak maaf kendala ya silah info detail kendala nama nomor via dm ya,-1
ganggu teroosss,-1
hai kak maaf kendala sila coba off on hp coba akses ya kak jika,-1
tidak bs panggil sudah coba restart n cek fdn nya off kenapa ya,-1
hallo kak kendala sinya tempat apakah kakak dm duluan,-1
jak hai kak balas via dm nih yuk cek dm salam fizi,-1
tolong nelpon united kingdom ketat tidak nelpon beri tahua,-1
hi kak mohon maaf kendala ya kak yuk info nama nomor kendala pulsa,-1
hai kak jaga privacy nomor kakak sila hapus mentionnya ya kak kami cek kakak,-1
hai kak diaz transfer pulsa laku guna indosat ya kak bora,-1
kirim pulsa indosat oeprator bos umur,-1
hai kak nurmi mimin konfirmasi dm ya silah cek ya kak kim,-1
tolong cek dm ya,-1
ngetwit buka foto video gabisa sehat kah,-1
dear admin gimme a solution pls,-1
cek dm min,-1
koneksi internet jelek yaaaaaaaa,-1
hi kak maaf ya ketidaknyamanan alami mohon info data nama nomor be,-1
dm kak,-1
min cek dm please,-1
dear admin please check my dm thanks,-1
min lambat bgttttt loading mulu yaaa pdhl kuota full,-1
jika aju sponsorship indosat semarang,-1
setya15 hai kak mohon maaf langkah saran clear cache bersih histori aks,-1
hai kak bantu kaka yuk infoin atahu kendala alami,-1
pulsa indosat mudah sedot si kesel bgt huhu tidak kyk smartfren fiturnya orang ngeluh pulsa sedot i,-1
buka dm kak,-1
belle hai kak idah nomor pascabayar langsung bantu ya prabayar gerai ya gery,-1
natse iya lambat bgtt polll,-1
nanya blokir no online atahu hrs daateng galeri,-1
hai kak mohon maaf langkah saran setting jaring manual restart hp j,-1
pp,-1
min indosat kenaoasehh kok gabisa buat buka gugel,-1
indosaaaat bangsaaaaaaaaaat,-1
buat cek sinyal kuat wilayah atahu zona gimna yah ganti provider kyanya si,-1
hai kak pasti format registrasi sesuai ya ketik nomornik nomorkk kirim ya k,-1
sinyal rumah bapuk bgt deh indosat im3 sinyalindosat,-1
min jaring internet lg down ya buat main game kaya orang bego,-1
natse malam kak maaf ketidaknyamanannya lapor konfirmasi via dm ya salam teo,-1
jaring lg down ya payah dah,-1
plz cek dm y,-1
registrasi nomer koq tidak ya,-1
iyah kak indosat thebest lahhhh tp bo 0ng wkwkkk,-1
cek dm,-1
hai kak erlan maaf banget pengalamanya ya saat proses kak mohon tunggu inf,-1
jaring internet lambat banget nih ciyus,-1
cek dm kak,-1
min tolong cek dm,-1
hai kak respon dm ya salam nay,-1
halo sinyal daerah rendah internetnya lambat,-1
malam kak maaf ketidaknyamanannya lapor konfirmasi via dm ya salam teo,-1
cek dm ya min,-1
masih jaman yah internet perkb paket internet tp pulsa ttp aja ilang makin kesini kaya ginih yh m3,-1
kak tolong cek dm ya,-1
cek dm min,-1
hai kak maaf alam bagai langkah pastiin aplikasi terupdate versi te,-1
at hi kak atho info mimin lanjutin dm ya kak song,-1
kalo bantu kece yuk info via dm data nomor nama,-1
hai kak maaf kendala alami yuk coba restart hp pindah hp laku settin,-1
kak coba beli paket data app gagal mulu ya,-1
ganti kartu hilang krn cecer rumah serta surat terang hilang polisi,-1
hai kak purnomo alami info dm ya ecek salam calya,-1
hllo min knp bekas internetnya lambat banget gagal loading,-1
cek dm cantik,-1
buat main game kog lag mulu beli paket,-1
admin cek dm ya,-1
halo min koneksi data tidak yah,-1
cek dm,-1
anying ngaco aing unreg paket jam 36 beli paket jam 37 paket beli langsung kena unreg,-1
minn cek dm,-1
tolong ya lama2 ngeselin bgt gua masukin voucher gabisa grgr yan,-1
belum masuk kak eror ya,-1
ancur wes ancur ancur sinyal telkomsel smartfren,-1
tolong cek dm ya min,-1
hi ka cek kakak pny bonus pulsa ya isi pulsa bonus pulsa,-1
cek dm kak,-1
hai kak maaf kurang nyaman kait kendala alami bantu konfirmasi via dm ya,-1
hi ka rom maaf kendala untuk paket terunreg langgan blm bantu proses,-1
cek dm min,-1
hi ka suryantoro maaf kendala kami cek paket sms nya sdh masuk ya bisa cek atahu myim3 uli,-1
cek dm kak,-1
permisi tolong batalin unreg paket nggak belakang pop up yh menganggu n,-1
hi kak informasi dm ya kak salam yusi,-1
tolong gan cek dm makasih,-1
min cek dm terima kasih,-1
cek dm min,-1
min udah tf bayar ucan aplikasi my im3 bayar gimana,-1
cek dm thanks,-1
urus hilang kartu indosat gimana,-1
cek dm min,-1
udah dm tidak direspon min huf,-1
hai kak atahu kendala yuk kak info nomor detail kendal,-1
indosat sie min,-1
tidak nelpon u kingdom loh notif pulsa potong,-1
tolong operator titidak nihh bikin pulsa sedot tidak nelpon dapet sms,-1
min program tukar point myim3 tukar voucher tokopedia ko proses ya atahu sudah tidak,-1
ya min tolong respon dm nya ya drtd tidak respon lg,-1
hi kak maaf alam alami cek yuk infoin nama nomer da,-1
anti bgt telfon wa telkom indihome semua2nya wkwk tak block,-1
hi kak mohon maaf ketidaknyamanannya kakak detail jadi via dm ya terima kasih adi,-1
min wifinya ganggu mulu min,-1
jika yuk kirim dm nomor waktu jadi jam tanggal lokasi det,-1
hi kak iwan maaf alam ya langkah kakak masuk atur jaring kem,-1
mimin kemarin pakai ucan apk indosat bayar pas tanggal jatuh tempo kenap,-1
indosat tolong baik jaring mu daerah diri parah akhir2,-1
citizent hai kak mohon maaf sblmnya mohon dpt info nomor kendala nama daftar nomor lisa,-1
hi kak pam balas via dm ya silah cek dmnya salam zia,-1
bandung lg ganggu gimana tidak dipake semalem kirain abis paket udah isi tidak buka internet,-1
hai kak fauzan mohon maaf alam kait kendala jaring alami bantu balas,-1
okesiapppaku dm yaa min,-1
baik kak maaf bgt ya bantu yuk infoin nomor nama daftar sisa pulsa,-1
mimin mohon cek dmnya ya terima kasih,-1
hai kak indra maaf alam ya untuk info lengkap balas via dm ya si,-1
udah kak tetep otp gojek tidak masuk,-1
hai kak maaf alam ya kami saran atur izin sms premium c,-1
ya jual ente boss hadeeeeehh,-1
hi kak cek paket masuk sila kakak konfirmasi jual paket ya thanks rio,-1
tuker poin kali tp g reward kirim no,-1
sore min ya nomer indosat tidak terima kode otp,-1
hai kak maaf ya kakak tidak nyaman mimin saran bs clear cache applikasi atahu game sto,-1
cek dm lurr,-1
jaring lambat banget ya,-1
tidak tanggung mohon bantu id,-1
sore min mohon bantu cek dm ya,-1
hai kak informasi dm ya kak terima kasih ros,-1
kak area jakarta ganti simcard indosat mikro nano nomor bis,-1
aytida hi kak maaf kendala ya kait pulsa potong yuk info via dm nomor nama sisa,-1
sore min pulsa kurang pdhl tidak dipake,-1
rt min terima email padahal langgan indosat nama anandri wi,-1
kecewa layan indosat gig kompensasi konsumen ganggu internet mati minggu cc,-1
sinyal 3g kemarin min restart,-1
baik kak maaf ats keluh alami agar bantu cek yuk infoin data detai,-1
hi kak informasi dm ya kak salam yusi,-1
selamat siang admin mohon cek respon dm terimakasih,-1
hi kak nisa info mimin dm ya kak song,-1
blm dm masuk kak,-1
hi kak keluh respon dm ya kak thanks dasa,-1
sudah dm ya,-1
hai kak nisa maaf kendala ya yuk infoin data nomor hp nama registrasi kartu,-1
woy deh tidak sinyal mulu,-1
hai kak maaf ngga nyaman kait kendala balas via dm nih sila cek,-1
halo unreg paket internet tidak ya,-1
min knp kemarin lambat bgt,-1
jgn promo aja nya sinyal 4g pelosok desa tp knp tmpat ku msh bilang kota,-1
ada mintak tower tmpat kota tp jaring mer,-1
sangat amat lambat udah restart kali kali lambat lancar malem aja pagi sd sore ancur test,-1
kenapasiii lambat bettt weey,-1
udah kemaren tidak akses internet,-1
dah respon nya,-1
kartu nih udah jam tidak cepet,-1
min sinyal internet camat sawah kabupaten nganjuk kemarin tidak ya gimana,-1
hai kak selvi maaf alam pasti registrasi data seluler off turun jari,-1
isi paket data ko blm masuk2 ya mohon cek min thanks,-1
admin ini masalah pasca bayar saya gamau tau harus di tuntas kan peras costumer,-1
cycl3 hi kak maaf alam agar bantu cek gagal registrasi paket yuk infoin n,-1
siang kak bantu yuk infoin detail atahu keluh serta nomor via dm ya,-1
beli paket app myim3 dg metode bayar paylater tp transaksi gagal saldo paylater td,-1
cycl3 hi kak balas nih alam yuk cek dm rinta,-1
hi we ve already informed you about the problem you re having in your dm let s check again kade,-1
hi kak rizki maaf banget bikin ngga nyaman kakak coba clear cache setting jaring manual ya,-1
min indosat lambat banget kaya tidak dipake kuota internetnya padahal ngisi 25gb,-1
p,-1
terimakasih respon pelayannannya moga sukses selalu buat indosat sehat un,-1
mumetndase hai kak tarik promonya ikut program ya tergangg,-1
efendi nahhhh,-1
iya banget kek gin hyung hamba nyesek,-1
hai kak aya maaf alam untuk info kait masalah nomor balas vi,-1
hai kak aya kendala respon via dm mohon cek jangan lupa jaga sehat,-1
terus nomor ak paket freedom gb 25k g pilih sungguh pilih kasih,-1
please fix your customer service sayastem masa ngetik lebar tidak dapet solusi n,-1
wajar kesal tidak beli kuota ribu udah isi ribu potong jad,-1
hi kak balas via dm ya silah cek dmnya zia,-1
hai mohon cek dm,-1
cek dm min,-1
min terima email padahal langgan indosat nama a,-1
blokir m3 pascabayar,-1
baik kak bantu yuk info detail via link dm bantu ya kak salam qila,-1
yaelah sih,-1
hai kak maaf alam untuk info kait masalah nomor balas via dm y,-1
cek dm min,-1
apn nya atur ya min,-1
hai kak maaf ya kakak tidak nyaman mimin saran bs restart handphone pasti apn i,-1
min pake paket freedom internet 8gb tahu tuh dipake jam ya,-1
asya hai kak asya sdh respon dm cek ya kak thanks marsha,-1
halo min hape hilang nomor gimana ya,-1
hai kak debora mohon maaf kendala ya pasti klaim ketik usage kirim y,-1
sudah kirim ya,-1
hallo indosat ya pakai kuota lokal gabisa dipake browser main game atahu wa ig,-1
udah gila sinyal hilang males kirim kirim data tidak ubah cuman,-1
telat nyusahin,-1
pagi lg susah signal kah susah banget browsing sosmed buffer hehehe please cek thanks,-1
asya maaf bgt kak asya potong pulsa mimin bantu cek ya dm yuk nomor hp nama milik ka,-1
hahahah,-1
kunaon uy,-1
tolong cek dm ya terimakasih,-1
min cek dm,-1
hi kak maaf alam kami saran clear cache nonaktif aplikasi jalan t,-1
pagi min keluh nomor indosat mohon bantu,-1
hai kak maaf alam untuk info kait masalah nomor balas via dm ya ka,-1
sumpah emosi bgt jaring lambat banget,-1
hi kak respon ya yuk cek dm kakak gia,-1
hai kak maaf alam untuk info kait masalah nomor balas via,-1
1821 nomor kuota lokal tidak ibuk tolong bantu ya buk,-1
hai kak singgih bantu nih kait produk indosat yuk infoin detail kendala atahu perta,-1
min indosat bandung ganggu gmn dari jam malem gabisa dipake urgent kerja,-1
luvv pagi kak lapor jaring tangan tim ya hasil info kak thanks marsha,-1
niih jaringaan knpp siih,-1
halo tolong balas dm,-1
halo min indosat lambat banget ya,-1
min gmana sayaa tidak transaksi pakai buku warung sms notif gni,-1
hai kak lidia maaf kendala ya yuk info nomor nama daftar jadi nama paket y,-1
se plosok nya melar sinyal nya mah bagus,-1
blum untung,-1
halo sy beli kuota malam tidak hasil pagi cek pulsa kurang itu ta,-1
padahal pelosok melar,-1
rt nikmat mudah aplikasi myim3 download upgrade aplikasi agar cepat hubung agent,-1
check dm,-1
csy hi kak mohon maaf kendala yuk info nama nomor kendala pulsa sert,-1
baik kak mohon maaf kendala ya kak yuk info nama nomor detail via dm,-1
jd gaenak ak mrah2in admin indosat aduh maapin ak ya,-1
hi kak jika kakak daftar paket feedom apps fun kakak tidak khawatir paket freedom int,-1
hi kak mohon maaf kendala ya kak yuk clear cache off aplikasi jalan coba ak,-1
hi kak mohon maaf kendala ya kak yuk restart hp coba akses ya kak jika,-1
balikin duit gue tiba2 sedot,-1
paket freedom internet aktif beli paket hapus,-1
hi kak tatang ganti kartu kena biaya 000 reload pulsa beli extra kuo,-1
csy hai kak maaf kakak tidak nyaman kait kendala kakak alami titidak la,-1
hi kak mohon maaf kendala yuk info nama nomor detail via dm cek,-1
gue tidak ikhlas y dasar kapitalis balikin atahu jajar komisaris you kaki nginjek lego amp jedot ujung meja umur hidup,-1
csy sinyal ilang anj,-1
hi min apa biaya ganti simcard rusak nomor thx,-1
csy hai kak balas via dm ya jangan lupa jaga sehat kakak keluarga tata stayhomestayconnected,-1
uy tanggungjawab cari duit susah,-1
ini asik cumbu ilmu sinyal tidak,-1
mbae pusheng ko dc,-1
hargomulyo plosok,-1
cek dm,-1
min tolong bantu nomor dapet sms telpon nomor kenal pulsa potong,-1
baik kak mimin balas via dm nih yuk dm aja ya kak selalu jaga sehat kakak da,-1
oke kak dibales ya,-1
hai kak mohon maaf alam alami kait kendala alami saat sdh info,-1
wah admin kuk makasih ya jelas udah bersihin cache kaya dom sa,-1
hai kak hana mohon maaf alam alami kait kendala alami saat sdh inf,-1
hai kak mohon maaf kendala akses alami yuk clear cache aplikasi jalan jika,-1
baik kak cacin maaf banget bikin tidak nyaman ya selamat istirahat moga mimpi indah salam ale,-1
jelek banget you indosat lambat kaya otak ku,-1
gk dl ak bt mo tdr ajh,-1
hai kak cacin maaf banget bikin tidak nyaman ya agar bantu cariin solusi yuk infoin detail inf,-1
mbak sinyal pacar hilang,-1
anjg ak badmood grgr indosat,-1
bales dm,-1
t k w s hai kak mohon maaf perihal kendala sinyal alami kakak coba restart hp,-1
min udah coba chat whatsapp udah chat agent tiba2 putus indira problem s,-1
cek dm min,-1
signal lambat mati lampu,-1
astagfirullah tidak baik udah minggu loh jaring pantes pind,-1
kenapa jaring indosat makin buruk padahal biasa bagus bagus wja,-1
kak tolong cek dmnya,-1
hai kak kaka regsitrasi paket via aplikasi ya kak silah kaka coba dah,-1
udah dm yaaa,-1
enak klo cmn ngedown gada sinyal anj,-1
indosat ilang sinyal udah,-1
kak cek dm pls,-1
rooby hai kak mohon maaf alam alami kait kendala alami saat sdh info,-1
hi kak yuk infoin detail dm ya bantu cek leo,-1
hi kak mohon maaf ketidaknyamanannya kakak detail jadi via dm ya terima kasih adi,-1
hai kak dini mohon maaf kendala jaring alami yuk restart hp laku setting,-1
haloo indosat hobi sedot pulsa,-1
sinyal indosat wilayah kl 3g ya whatsapp connecting trs,-1
gimana sih gua daftar freedom combo 30gb 20gb doang korupsi bgt sih,-1
saya kenadala henti langgan paket kak,-1
apa pulsa sedot mulu dahal kagak gua pake samsek kenawhyyyy,-1
beli kuota gede karna kerjain download sinyal indosat bikin boros ini ma,-1
apaa indosat,-1
baik kak pasti kakak akses sesuai benefit tercover kuota apps edu ya kuota apss edunya kurang salam una,-1
ngeri remindere,-1
kamu daftar paket internet dapat tawar paket baik indosat ooredoo atahu aplikasi myim3,-1
jam 45 im3 superr ngeecriit,-1
pak antena uhf ra,-1
jika msh info no hp sinyal lokasi detail kota kab kec kel rt rw jalan no alternat,-1
hi ka rira maaf kendala bisa bantu setting manual ya masuk menu atur network at,-1
betul tp pas suka airplane karna sinyal hilang kuota utama jd sedot dr pakai kuota edunya,-1
ko gabisa beli paket ya min bolak beli tidak konfirmasi hasil,-1
hai kak maaf alam detail kami info via dm kei,-1
orang meeting kek gin sinyal kek dah,-1
hi kak maaf ya ketidaknyamanan alami mohon info data nama daftar m,-1
hti hti komentar,-1
cuaca mendung jaring tidak dukung,-1
jual aja hpmu,-1
bangsat npa y stiap main ml jaring ku hilang pls educate yourself,-1
hai kak terimakasih ya setia produk indosat ooredoo jangan ragu hubung,-1
halo ka tolong baca dm ya,-1
sori udah suudzon,-1
hai kak bantu kaka yuk infoin via pm atahu kendala,-1
sudah isi paket atur network aja lambat,-1
cek dm kak,-1
saya info koneksi internet alami maju ya saya harap khusus gamers t,-1
hai kak terimakasih ya setia produk indosat ooredoo jangan ragu hubung kam,-1
hai kak yuk infoin nomor nomor nama aktif kartu sisa pulsa bukti transaksi ya k,-1
ah bete lu tai sumpah,-1
hai kak faisal mohon dpt cek dm sdh balas via dm salam lisa,-1
sore jam kurang isi pulsa paket freedom unlimited giga masuk,-1
malem pulsa kurang padahal kuota internet tolong cek,-1
heyhey cek dm yuk sist,-1
thankyou brow,-1
tiap hujan internet muter muter kayak kipas angin rusak signal drop,-1
ya kuota masuk tidak mohon jawab,-1
ya pulsa kurang tidak dipake,-1
cek dm bos kemaren nomer masalah,-1
bener bikin darah aja tu indosat bang,-1
hi kak mohon maaf ketidaknyamanannya kakak detail jadi via dm ya terima kasih adi,-1
heh isi ulang kuota kuota lama hilang tanggungjawab tidak,-1
admin tolong cek dm,-1
hi kak cek guna kuota sesuai ya mana kuota freedom apps edu 30gb 30hr nya,-1
are you ok jaring jelek,-1
min iklan pop up nya bgt tidak close sih,-1
kenapa kuota data utama pakai pakai aplikasi meet kuota edu,-1
hai kak maaf alam ya yuk infoin via dm nomor kendala pulsa akh,-1
emg susah im3 mah otp cepet ya pake tsel,-1
gituu,-1
kak gitu,-1
min jaring jelek nih,-1
sinyal tolong baik sinyal 4g ngegame ga stabil bikin tidak nyaman u,-1
min tolong cek dm tks,-1
hai kak mudah kece yuk infoin via dm nomor indosatnya nama te,-1
kenapa pulsa potong padahal tidak pakai sms telfon saya cek aplikasi myim3 sms,-1
hi kak mohon maaf ketidaknyamanannya kakak detail jadi via dm ya terima kasih adi,-1
owkey sudah mohon baca,-1
tampol,-1
rumah mu aja rumah ku kagak tuh,-1
hi kak yuk infoin data2 via dm nomor lokasi detail jalan rt,-1
ini ya udah sms internet aktif tapi tidak pakai tolong,-1
beli paket gb rb tina hilang kenapa ya aneh,-1
toloooong sms otp nomer im3 qo ngga masuk yaa padahal sms nomer masuk,-1
ini udah hubungin im3 kemaren suruh gopay udah gopay suruh im3 udah 1x24 jam,-1
baik kak takdir upaya akses device ya informasi la,-1
nikmat mudah aplikasi myim3 download upgrade aplikasi agar cepat hubung k,-1
min poco f2 pro 5g dibisain layan 5g nya,-1
hi kak doddy mohon maaf ketidaknyamanannya kakak detail jadi via dm ya terima kasih adi,-1
duhh sinyal semuli raya dah lambat bgt buffering kirim email aja tidak b,-1
gak 0kbps aja ta sekali bikin 2g ato gaja kecewa,-1
dear habis hujan sinyal lambat gin paket 18gb 50gb udah restart tolong fu min,-1
min kuota mas knp gamau nyambung sih paket data udah aktif hadeh plisdeh,-1
rika hi kak informasi dm ya kak salam yusi,-1
hai,-1
cek dm min,-1
hi kak mohon maaf ketidaknyamanannya kakak detail jadi via dm ya terima kasih adi,-1
rika hai kak mansur bantu cek info nomor sinyal muncul lokasi detail via dm ya moa,-1
gak banyakin promo baik jaring layan hari speed 4g koq kek gtu semua,-1
tetap aja jelek,-1
kek gin gk perly kasih bintang jijik kali 4g speednya kek gin mlulu,-1
two thumb down for sorry to say eh deh,-1
